# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:37
# BMK
# ------------------------------

"Length","SurfArea"
12900.7891850044,2398.31543857258
6181.08763371746,1011.18741698671
5889.08788862992,2413.34150538852
7645.77984047005,796.985304168342
6961.08029145695,455.431548653734
7310.69612409431,1998.5534574473
6286.66797280534,672.914208409917
5975.81239820698,1468.9260494857
4032.89503686462,1443.34432042898
8136.13078525768,306.53589474063
4934.65899446846,3091.79426821434
13060.0883004007,492.514694539373
8933.67760168691,696.455450266949
10965.8293026542,1978.12823397651
6004.16972880132,1629.30870482595
4927.266175689,2169.68131502181
6310.89700276912,2246.41379380369
14796.3301332257,946.700369013155
NA,373.78992469864
12096.6393996709,1080.4783372307
8366.57099570863,1797.85608566248
5695.80348604663,724.206435629201
5797.79953239181,2156.64886397636
11778.6820618904,2023.97425305977
8794.9342282786,1661.52158704742
9331.03895113089,NA
4460.5452326587,1108.40151909632
12549.7327700575,2489.16430484548
9471.95814919576,1716.80480499408
8882.3393908895,2006.47613194166
10646.1606855723,729.013450781094
NA,NA
7220.74830229424,165.615862915865
9240.42448236207,861.261783377374
9454.48684123186,468.446921549844
8649.0312142998,2175.95102459033
6972.57485834931,891.506479062858
6255.36258118293,2129.0008993701
2502.9197198457,1316.89655914214
8017.3225511196,NA
NA,717.525463419533
3386.33977753654,2028.1687472258
