# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
7207.10195745944,NA
1856.9781835597,838.563261868559
NA,761.092377144494
7717.44706259088,2028.1460399198
9604.00605783635,87.8889180372412
9384.72960797697,NA
-2496.85830375194,NA
5039.79659159682,1102.51431371357
6079.61959566302,1470.88738332986
NA,1956.41287683885
NA,1463.39094877171
9420.48547790016,2275.15289624335
3742.08204211063,1363.58716985375
5982.72042891614,NA
6673.01722457628,999.175511620485
NA,3084.79818858912
10144.7018842002,NA
12416.8004836939,1943.17262445
11192.5564248369,2592.4489697046
7362.18644652279,1251.65077788452
NA,2935.36496418191
12455.9540036264,1872.9432251254
