# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
8970.40747930877,1972.23185979154
9319.62132499248,2606.59959110215
8131.53673534109,1052.49581477645
18124.990603597,1026.0793543106
1312.85237228482,2622.18207101189
5342.04173195473,1084.54080632545
7116.97361466768,-412.919357022613
10480.5552346646,-95.8608647553069
8184.10706560849,-185.65876192853
11833.9066833602,2360.77330813332
12042.479567371,2378.04242449575
9432.65020314405,1052.24138523852
11788.3977894762,2483.11658461438
8623.58229224121,298.531854230003
22161.1995255535,2073.83407991003
2800.21409320987,1167.97131469002
7318.00416903241,1274.31640811185
11933.0352718065,699.556383522982
11981.6472754719,1676.68428296806
16048.1127734783,928.521235411435
8423.18695559765,1105.66617337034
10596.8752511068,866.323713233717
5844.89981080226,850.977607528048
7282.11237744435,278.420207231426
4538.22131798429,1908.14301433033
4544.69484992806,2494.17343028994
6530.89953239701,1443.4472083255
11831.015974334,2151.3298242926
5562.64360039969,1041.14632764078
7897.45363331604,1067.81683411996
12067.974589913,873.283288828713
5675.0994685756,2138.12319946181
NA,1692.91403234461
9281.11584538653,2529.6136910348
19602.9884907245,908.338409842936
5394.51860601816,1329.26377197103
12795.6116023761,2013.61566912199
4408.16046937876,1142.15374019251
10694.1681294822,1210.76835745186
5621.24298275002,2060.56780936597
10124.0931958405,2614.13810232328
9109.18406964574,1056.49454404009
1756.61459421182,1565.38945430931
8106.07061715115,509.918335195198
13089.8449669351,2224.68799041803
8137.77113497248,1458.53401495206
6847.90288602853,1602.03799376691
8916.01246007187,1028.32875552
5756.39705234674,280.451165396231
10072.9323960493,510.043322996175
10850.9928464344,2459.62861049486
6461.00315225583,1988.49171478047
4702.78390949611,-502.173086424476
11067.7907575689,1362.39027619986
9231.28562404855,1518.6229385014
5363.0954849404,2570.14267034668
6957.36934252888,NA
16111.3505577723,176.382280006119
12933.864397834,884.627952867797
12732.9537373467,1657.51757363675
9273.524235756,447.880662008419
5415.10802064602,2750.42262033595
11662.9052119573,1976.43246398021
9979.84015898598,608.799169587092
2872.30688390805,2979.6474225858
NA,NA
14011.5692303178,2131.10808604161
16664.3782764381,1208.35975449341
15429.3610676004,1676.31817687977
17049.1700378284,844.004750373463
8160.55171385589,1124.38059330283
