# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
5208.35584852713,2147.70366398009
9121.99438717015,NA
10776.9031833856,NA
NA,1536.7831025211
NA,507.849088826018
9424.0096418282,NA
NA,1765.03988002218
11537.9591820521,2317.7558163748
12835.4597004983,1778.35465255327
12309.7449046113,2308.00089806279
8026.76672340169,320.200184796249
NA,1300.54728777718
12261.4741902519,2411.59548899765
8390.60784189022,1143.42033958723
12669.4686451686,NA
8055.0087239814,950.392393343008
7867.67876932213,NA
NA,798.622797672673
3950.18988020707,1347.31314363735
3743.16347764249,560.884661635147
NA,1929.42182663252
6348.53730571794,NA
10542.8654303103,928.393873243161
NA,1878.49380640231
13302.9189200818,904.498523033452
14184.9702546677,2081.69765211395
6078.81124038631,NA
NA,1297.89624495653
18353.473781927,2062.92211493422
6177.29538007696,1928.25795218517
6389.77841704316,987.187233797749
3436.37179029476,1227.75619341372
6962.9754668432,NA
NA,NA
5216.76413398272,1685.27939248004
