# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
9026.47092263182,2045.33381600913
7552.42455044304,1917.94763550789
8415.63284425406,NA
8506.77726522099,1615.49792502171
806.836362496691,-401.747742699098
6963.23210782186,2234.55970346249
1137.45886800007,664.473533177936
10927.3737918946,2484.64116081246
7787.73500936561,1220.86749836359
10326.2753173868,614.702465063046
6598.97026733849,1909.46368485741
NA,694.282739088073
10422.9111320244,764.078917896317
8887.26077809597,1100.29775393548
3171.13030492395,1572.9348964946
11299.8440250412,771.12049183821
10717.5815383428,2294.14079930329
4365.83792110063,1509.80426471067
13438.3913141961,1091.84862057202
5070.50150480356,864.97911158641
11702.592222293,791.66051017107
2241.08186339223,1591.808368845
8537.33273267767,157.404013328921
3773.27905445605,2246.10307506396
13659.4295126113,1391.1155016086
11115.6693518245,1440.03735819687
6788.49267006182,1439.05205494319
6122.28481912015,2304.07680800642
6075.40819476391,698.244966976586
10049.7835598209,390.974051752403
12454.8859716482,1073.10950608168
5989.37287971446,930.013185670643
9756.38442901451,604.34489028001
11761.5269468748,1433.97271637478
6384.70605424574,1664.43652126333
13804.9842027131,2701.25688871245
13055.4491966853,974.183906233648
12535.6889554394,815.862088152528
13832.892918282,338.52852367912
5011.33589864075,305.83092639999
9782.91621352221,1388.49018054987
13469.913592758,1441.14691799558
9635.80761399543,1464.83632009783
10382.270977765,1338.21499256027
6782.60057028457,1078.99003324071
10723.6102703077,1442.46951909944
11115.591901214,704.524991436794
8262.61228809075,1688.17194373658
4775.54518170133,1269.30386136806
5152.66272651818,728.668364993363
4230.62790171085,1171.51688473154
4105.73849695665,2325.71550132795
9836.22990156194,1596.77989053313
14504.4432723374,2061.01503677101
1213.13357991485,877.961264748443
5026.02707941929,1623.99676888368
10192.1948161315,2791.78094231409
4633.24027632084,1778.7615643534
12713.6135679792,624.972387463662
14837.4005467368,1424.07726997958
13116.6534102677,1773.19470985158
11941.8115515524,3059.23936871194
17696.5256276403,1849.53637428855
12457.0021862899,639.806066783155
12886.4914514841,1807.58207969513
6458.64741620819,830.566198685254
6140.50785278902,1265.48391047294
4864.38588813826,1634.7581083111
9786.47144882841,1532.9139230453
8320.17760337275,2117.93997593098
10936.1491368193,1850.12777800213
11543.136367866,642.026786396378
6865.50498648472,2211.88351223387
10370.5966900463,1407.4089185725
2392.54778499256,1526.94780497614
13662.2880426725,819.955107784958
5712.44985619283,2603.50589196156
7277.69811448403,1081.5195761851
4919.72388283195,653.608136497674
9024.49393006818,559.176188196024
NA,14.0702856184914
8790.74695553242,1923.57257926289
8626.43645351334,350.251982273173
12796.8305977547,1513.91193410805
568.465748129667,NA
8455.91431549057,1226.86215836295
7448.69889368327,2228.53402243652
4622.66254972024,1505.73353033715
7680.90631006581,712.941048104555
10483.2519369633,2500.35500308571
13046.0691589765,292.452455036092
7865.98640990671,1616.31904714501
8858.20137947263,1949.67169812757
7052.49884572552,869.446315650976
6594.6627974574,2026.11181554538
15731.2036233404,937.538705594587
9372.95629077419,410.626512372191
7908.3402210449,1271.5129104093
6408.05798638391,1089.76550548763
