# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
2777.11204228616,1139.0294735175
NA,2279.71170812763
3547.59962976249,1420.34640142132
11709.9223240798,2259.65859124605
10074.5398707483,1197.56550679555
8849.04765909139,1510.83336611187
3906.12695392368,1524.64813156694
3947.14597912869,1656.72364126872
6387.28545286806,1601.39489537101
8156.81474490019,1668.1313217893
9414.15353064742,950.653297148456
3603.51785623608,1952.12068130185
15603.7951132822,961.757899303511
8640.68695795995,1084.08541647466
10772.7108695692,1191.12590712712
2198.18100573234,772.541551804163
8561.53954282004,1847.3401362813
8351.59246044564,1820.82605748505
11587.3191053108,1656.15898920515
7831.33851266221,1625.29564222114
14087.4791660566,NA
9988.32637160219,1279.16363387727
3136.72601523518,3087.91267197067
812.384561829621,1103.27824228011
NA,1236.17132119935
12744.0453939019,677.011061007401
8069.9158795645,923.26340681495
9181.41358789325,2855.78813535943
4885.66891261016,552.827100063737
10957.0235117479,1024.83527412777
NA,2093.90631391065
6871.06522441776,1494.75000557862
1829.345451047,2128.01647743836
-500.842989833584,NA
9792.07558124352,2093.28698129342
13630.1026339353,1789.42189205899
6521.25052312809,3332.45081693633
3494.84555445185,NA
14477.779742272,455.696286577464
13631.4011427906,2067.37900142366
5439.70089179667,2271.43815401844
4487.05080992306,1638.57173572343
4374.69539823634,1728.76957810874
6683.45711362273,2691.26039647728
NA,2574.27906531478
3362.39654376514,2512.82130349979
4683.53695693891,2612.3236661915
4592.13291051537,-4.27287756067972
15194.2641277129,1851.43826034522
9004.91874460381,2247.52650054802
6141.88568758148,1259.92744668413
6000.70074064907,1353.23359654558
13029.3984825353,1451.25752564055
10460.65241216,2584.01459918035
12134.5418110631,1751.56445457562
14480.9191838163,310.136682897207
9354.95300370036,1455.7817353216
1319.8507173524,1182.10111137187
12788.8562387728,1368.58150787047
3365.43601079219,2205.33475489388
6812.19153924093,1745.61897714682
7613.50684805918,NA
9488.22490265029,1088.79083304912
10291.1079169968,1915.75105036516
5031.06899692417,1458.39344987098
