# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:36
# BMK
# ------------------------------

"Length","SurfArea"
6841.89953248221,2381.94792829471
2160.89329907486,2393.31660870817
12786.8902080613,668.244859752334
6091.38418184688,423.358796027404
8128.16107049486,-247.853254472309
6759.95319114554,1420.09860891108
11799.8993113507,834.203592041053
9004.52317221819,1727.95719209555
10467.6923183848,824.185929748165
7000.59166484974,1629.28257091147
9155.66425768653,422.109224495061
6025.84443714512,1079.67034422597
12181.3683008363,2481.2226782459
10049.8452397722,3053.87985641625
11201.150104123,2221.17026372833
14368.3508937229,2740.45674551558
9357.44034381198,1232.99770053382
3348.58332597933,1959.16504681394
6306.62375085718,1508.48968150227
9889.20160369092,1731.17883876659
7582.55076653479,1261.45921817788
7601.81935747488,2621.79114506829
10661.8030807342,2594.51624071883
6796.13191176139,716.461282654008
4220.92081334878,1617.18190422786
7000.42640290277,720.85365244378
11693.5423358557,1215.67619677276
3761.43803096489,2512.09960102368
8429.53549360552,1756.22442339178
3459.52619284114,1817.73628151228
2423.68924755356,1435.40745962868
10333.3819510685,1266.15693476227
9068.78600451218,2273.43336045298
1583.77624971337,717.021886619406
6519.95479473069,2597.30799485891
6222.62560799576,896.455122947489
12264.7948243068,1938.85344239799
11990.4361633959,1801.05137496361
5278.88397784732,2117.06913787111
8927.62367739692,1521.58889757786
8054.20143596687,2245.39152573703
10972.5800565977,2018.855498633
10587.6752913549,1019.7769939338
12129.1560546859,870.493364971202
5152.75624240577,1231.03207398162
8689.03049873787,2818.12961724486
3654.66084652703,1963.1014216208
10436.0312268048,1754.74829603915
6275.86213866654,2394.94410805715
6004.21716175683,1637.25596560117
