# Simulated random data file for batch processing
# timestamp: 2021-04-28 16:24:37
# BMK
# ------------------------------

"Length","SurfArea"
9755.54909301117,1613.62997952984
6322.5876306045,1775.56853347686
9338.46204631458,1695.24764783827
8124.30587281136,1100.36731645043
312.370066631925,1342.9357286912
12863.4316524653,647.35053939982
6963.93044516636,886.26630980837
7965.66042362632,618.162073989135
6868.24178124651,1660.62711549281
7597.23596949068,653.41640777839
NA,982.488745151464
11429.2742400653,1155.76827867684
NA,1047.67269836704
9736.72120386364,1502.70833647526
3762.02336081113,1219.7375847392
6270.25928804215,533.517330501578
5626.62739445254,392.928490790267
4695.96510436088,1465.65773596357
11441.0908120787,1791.52613958996
4776.24207935783,502.770366671851
6236.30380378531,2606.24177856669
2351.76110492269,NA
5635.8705881445,NA
NA,1901.60171322336
14833.8624316069,1203.84871755504
6653.31737209258,2461.9091110458
1990.37526930622,645.606292521005
10198.4375307096,1759.41105878361
6607.47778395926,1354.24355069679
9856.70401851955,1547.06091086338
6572.83478530784,1789.44864231409
7562.95797868266,1849.50272289794
4507.67658681856,2079.61366560024
13045.0626825956,1812.87293614883
4588.99512326608,26.067879772088
6381.42545159006,NA
4232.16457742142,1195.45031901776
14671.9576930709,1358.43145779392
6741.02299941026,983.394877995768
3621.11353897415,2140.72932267541
