# Summary Stats for batch processing of regression models
# time stamp:2021-04-20 14:21:32
"ID","filename","slope","pval","rsq"
1,"RanFile013.csv",-0.172782933669786,0.382570382048614,0.029449514848608
2,"RanFile014.csv",-0.073168376784705,0.57963019718454,0.00561388274334498
3,"RanFile015.csv",-0.0166246807021633,0.892143702761342,0.000303831561978095
4,"RanFile016.csv",-0.0748253198476507,0.482445850594094,0.00589059606405367
5,"RanFile017.csv",-0.180739871324057,0.382818036990094,0.0332737155741311
6,"RanFile018.csv",-0.0556636459377173,0.656119036722607,0.0026938805493921
7,"RanFile019.csv",0.154984612416984,0.23059077765736,0.0251151675170315
8,"RanFile020.csv",0.2619425329309,0.198157578330321,0.0468560458626945
9,"RanFile021.csv",-1.37229250105746,0.0164533595776648,0.533417055640005
10,"RanFile022.csv",-0.0627688227196543,0.616562837196787,0.00331531579078805
11,"RanFile023.csv",0.312200786314623,0.0167728382842959,0.123193338030641
12,"RanFile024.csv",-0.114725908684471,0.335425188205652,0.0117497130189658
13,"RanFile025.csv",-0.107995149930398,0.523627521881702,0.0164608293076534
14,"RanFile026.csv",0.135333333103987,0.407124265950582,0.0186486774168671
15,"RanFile027.csv",-0.115012646138248,0.318468454585923,0.0140170407823409
16,"RanFile028.csv",-0.0130806242033506,0.894832134504689,0.000197432967430899
17,"RanFile029.csv",0.00766329465037027,0.970904508088596,6.81980313940564e-05
18,"RanFile030.csv",0.366327434669981,0.383650250798853,0.0696375954146933
19,"RanFile031.csv",0.254894115000031,0.356240686358892,0.0387996723986765
20,"RanFile032.csv",-0.0262083362355414,0.88188416092923,0.000678960883862279
21,"RanFile033.csv",0.0343651821174271,0.833192813288493,0.000996201921394827
22,"RanFile034.csv",0.0124739524667932,0.938048829726426,0.00012453778719657
23,"RanFile035.csv",0.0987961802918986,0.770100005291785,0.00630202781672548
24,"RanFile036.csv",0.0354540638782683,0.780564313360536,0.00118413142685619
25,"RanFile037.csv",-0.151758817568666,0.19112115823728,0.0197888075374066
26,"RanFile038.csv",-0.00770702344809669,0.943410494138256,6.67344190624847e-05
27,"RanFile039.csv",9.38426053216815e-05,0.999151698861849,1.15933730712509e-08
28,"RanFile040.csv",0.200523248649792,0.130667489508734,0.0535550952023734
29,"RanFile041.csv",-0.0784490227125255,0.696101427970321,0.00596365970217233
30,"RanFile042.csv",-0.0571010456288239,0.736434660268882,0.0030985885309292
31,"RanFile043.csv",-0.0230229322295893,0.877051169737054,0.000365337843879337
32,"RanFile044.csv",-0.11729157273877,0.314013736354834,0.0123609145091568
33,"RanFile045.csv",0.0545405681330079,0.717247218393789,0.00287798924201247
34,"RanFile046.csv",-0.17614849646604,0.220886494649413,0.0346432732168216
