# Summary Stats for batch processing of regression models
# time stamp:2021-04-28 16:24:38
"ID","filename","slope","pval","rsq"
1,"BeanSub.csv",1.78153970467031,0.946670852339021,7.27430260836399e-05
2,"RanFile001.csv",-0.0128973675915459,0.541918126551071,0.00429122064936029
3,"RanFile002.csv",0.0213993414555666,0.275735081505663,0.0152115933807494
4,"RanFile003.csv",0.0178516382047471,0.302070193122141,0.0116990984059769
5,"RanFile004.csv",0.0134404268502364,0.696838191916812,0.00383488715067674
6,"RanFile005.csv",0.00516798847701343,0.88080878683195,0.000473192272171529
7,"RanFile006.csv",0.0101375167465908,0.643095852713252,0.00348510725489077
8,"RanFile007.csv",0.104857002793126,0.0361551198749015,0.369048183530167
9,"RanFile008.csv",0.0170287651649909,0.499382316237441,0.00763841393940054
10,"RanFile009.csv",0.100293313052991,0.110620197518529,0.234519374313261
11,"RanFile010.csv",-0.0265319074352945,0.256595507369051,0.0233372335743015
12,"RanFile011.csv",0.00654083268555357,0.738293136783027,0.00120609183921011
13,"RanFile012.csv",0.0497199755481739,0.312141361709719,0.0600012614500751
14,"RanFile013.csv",0.0640427437202915,0.0854298672200445,0.173595759477943
15,"RanFile014.csv",-0.0121734636209359,0.613505387005376,0.00388698791723353
16,"RanFile015.csv",-0.00622841068257957,0.857619439589155,0.000649982941724447
17,"RanFile016.csv",0.0167428823425664,0.571666740483775,0.00671173435463871
18,"RanFile017.csv",8.99270720557854e-05,0.998070299690913,1.4807050208774e-07
19,"RanFile018.csv",-0.0401325404584232,0.0664643591859589,0.0400035282829426
20,"RanFile019.csv",0.0159211439304199,0.449785776949638,0.00830363255892783
21,"RanFile020.csv",0.00156795838467531,0.956647407155433,0.00012571418886922
22,"RanFile021.csv",0.00116112026274508,0.963072762461898,3.86193334588638e-05
23,"RanFile022.csv",0.0094869097832976,0.715418599887495,0.00395958257068266
24,"RanFile023.csv",0.0232201124271499,0.741796518796454,0.00800314106810697
25,"RanFile024.csv",-0.0028814018666689,0.926735890802799,0.000268350304675978
26,"RanFile025.csv",-0.0234864330570405,0.646901233895394,0.0197617759579814
27,"RanFile026.csv",-0.000879579940591002,0.967512526571648,2.2879079768726e-05
28,"RanFile027.csv",0.00065659794354027,0.978145270434504,9.55958061523573e-06
29,"RanFile028.csv",0.0215333513885793,0.366585365437289,0.0123683178043886
30,"RanFile029.csv",0.0346663278041421,0.095149804158567,0.0581282134953326
31,"RanFile030.csv",-0.0668463014766388,0.246076947645436,0.0701091652251903
32,"RanFile031.csv",-0.0035606947139329,0.867078987599964,0.000309479840073013
33,"RanFile032.csv",0.00548842005919827,0.79256673521427,0.00219280079851064
34,"RanFile033.csv",0.0193877332218033,0.364990793119298,0.00922981093338201
35,"RanFile034.csv",0.00936394871010496,0.682159894856491,0.00255702233389322
36,"RanFile035.csv",-0.026350826819382,0.541149029940394,0.0107639752715958
37,"RanFile036.csv",0.0051449819017621,0.804018041525625,0.000848979090077
38,"RanFile037.csv",-0.0436972122632188,0.17698498743507,0.0440034088253141
39,"RanFile038.csv",0.0169282238691008,0.589373427011475,0.00920447571725764
40,"RanFile039.csv",0.00478501176743763,0.802038771193271,0.000734865759501485
41,"RanFile040.csv",-0.0134491767661309,0.63178661496302,0.00627128244343224
42,"RanFile041.csv",-0.0187517606451024,0.515630532929688,0.00867552076144312
43,"RanFile042.csv",0.0187565429683824,0.52451796379913,0.0113423692638514
44,"RanFile043.csv",-0.016474173132932,0.571429552994703,0.00608200758003149
45,"RanFile044.csv",-0.00526116790226148,0.828158927782452,0.000640820672278855
46,"RanFile045.csv",0.00636131241101284,0.824512073948999,0.000668754146402324
47,"RanFile046.csv",0.00483757398838547,0.838268377402975,0.000599235662775919
48,"RanFile047.csv",0.0154228497389923,0.880409008908303,0.00346613366244798
49,"RanFile048.csv",-0.000324392609529578,0.986212232666219,5.5818356231779e-06
50,"RanFile049.csv",-0.0267363303851384,0.591973283562305,0.0121469836822766
51,"RanFile050.csv",0.000578364701089297,0.978407545374051,9.57540511053054e-06
