# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:22:04
# BMK
# ------------------------------

"xVar","yVar"
0.335185545263812,0.74061067844741
0.172382426680997,0.747593189356849
0.782187895150855,0.0446546310558915
0.138745892560109,0.923895053565502
0.641985577065498,0.74580888566561
0.582491364330053,0.773792071267962
0.0706294113770127,0.167375172954053
0.362169436644763,0.794849161058664
0.0989458975382149,0.956536454847082
0.345538251101971,0.33998245629482
0.935794830787927,0.256112754577771
NA,0.953393248608336
0.579071763670072,0.14722728705965
0.417287705466151,0.288920156424865
0.761288733454421,0.759618491400033
0.143745109438896,NA
0.30998961487785,0.916416266933084
0.283242867328227,0.293759576743469
0.29892236366868,0.0505224040243775
0.0653875817079097,0.63162970659323
0.0801476004999131,0.232866387115791
0.937644075602293,0.0846484177745879
0.245375839062035,0.147401995258406
0.0435025859624147,0.631241673137993
0.795966580277309,0.177447071066126
0.100179772125557,0.300654042046517
0.730695846956223,0.444021764909849
0.396026279311627,0.286759097827598
0.168133683502674,0.737057380843908
0.892288180533797,0.42397190653719
0.099015659885481,0.838740377221256
0.472393785603344,0.103960268897936
0.23648043628782,0.00970611767843366
0.998403014615178,0.784459446789697
0.459472329355776,0.109048353740945
0.097159962868318,0.140359991462901
0.061074301134795,0.718116111587733
0.615608152933419,0.307382632512599
0.73043383541517,0.499038175679743
0.785169646609575,0.475721696391702
0.765167194418609,0.0704398539382964
0.928820703877136,0.109969390323386
0.430427177110687,0.564838381949812
0.664174421690404,0.562410069862381
0.55697053228505,0.726805059239268
0.586287507554516,0.586840228876099
0.738736593630165,0.796764936763793
0.444615930551663,0.781203383812681
0.543790247756988,0.777943457243964
0.909294914919883,0.36072173458524
0.250972531270236,0.551348931388929
0.452413301216438,0.416276983451098
0.789438631618395,0.672549424692988
0.873677295865491,0.916265150066465
0.147980330744758,0.405756840482354
0.826077364850789,0.760723518207669
0.69985416601412,0.541260348400101
0.190428170375526,0.891918625915423
0.412619874579832,0.937753004720435
0.459611119935289,0.863935159984976
0.706136786146089,0.194161508232355
0.630797815974802,0.603504609316587
0.274521271931008,0.795118698850274
0.386503755347803,0.191014935029671
0.436543432064354,0.132795530371368
0.691341523546726,0.127465223195031
0.949131498346105,NA
0.9048902830109,0.952463249443099
0.593877312028781,0.230974835343659
0.248003416694701,0.490721333073452
0.49228172423318,0.778988560894504
0.900276687694713,0.00783145986497402
0.680533649632707,0.240978982765228
NA,0.595737621420994
