# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:22:09
# BMK
# ------------------------------

"xVar","yVar"
0.45741029153578,0.849744897801429
NA,0.925735681783408
0.638752431375906,0.933939998736605
0.0784676324110478,0.435411968966946
0.680097409291193,NA
NA,0.664032811298966
0.140960177639499,0.510102953063324
0.740543277701363,0.329325758153573
0.00666413339786232,NA
0.452982819639146,0.605135918827727
NA,0.443179864436388
0.523709960049018,0.258608859498054
0.695262663532048,0.160420308122411
0.163720408454537,0.812418260145932
0.0601693734060973,0.395049751969054
0.112525291275233,0.969514804426581
0.21021803165786,0.0733230162877589
0.978937492473051,0.800627968041226
0.496843717293814,0.261995675973594
0.951450927881524,0.789483084809035
NA,0.568890380905941
0.475997070781887,0.336138106416911
0.501221953192726,0.733036640798673
0.735556371510029,0.558644422562793
0.955083721550182,0.10103357443586
0.28818247327581,0.156479596393183
NA,0.713020199211314
0.713082558941096,NA
0.395534019218758,0.426504466449842
0.206623706733808,0.881963188294321
0.0831416305154562,0.778771034209058
0.00212445645593107,0.166476739570498
0.657961700111628,0.545869457069784
0.698051332728937,0.432088628876954
0.825350769096985,0.0855148369446397
0.184547996381298,0.325060033705086
0.304219922749326,0.735484430333599
0.732597635593265,0.540919825201854
0.55843889596872,0.166767800459638
0.39971562824212,0.297567807137966
0.415883120615035,0.196050497470424
0.69947082712315,NA
0.460354062961414,0.619881145888939
0.187981838593259,0.899249246809632
0.570910364156589,0.190138695761561
0.381595122395083,0.469723575981334
NA,0.429066569544375
0.0346015843097121,0.655380039475858
0.135508159408346,NA
0.572032710071653,0.0556156367529184
0.661344519350678,0.0454353680834174
0.115319692064077,0.34948759060353
0.950331870699301,0.582733729621395
0.820172167150304,0.102706390200183
0.295356796821579,0.66433093813248
0.66096773208119,0.016356552252546
0.336512892739847,0.893119885819033
0.338506944477558,0.26910928147845
0.505304963560775,0.0626953032333404
0.518075291067362,0.400742495199665
0.35074728820473,NA
0.615211160620674,0.443657636176795
0.616053953068331,0.804939833236858
0.141465490451083,0.573547335807234
0.717069216072559,0.228519280208275
0.326219221111387,0.610274831531569
0.596840902231634,0.366997565841302
0.402292429935187,0.810350944055244
0.535711487289518,0.031534506008029
0.547455282649025,0.858392747817561
0.580794811015949,0.854528996162117
0.294863124378026,0.706932429689914
