# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:21:59
# BMK
# ------------------------------

"xVar","yVar"
0.0597742625977844,0.921281681628898
0.683559337165207,0.83485708059743
0.664733612677082,0.944921048125252
NA,0.152374559547752
0.90587716945447,0.981523584574461
0.24097656738013,NA
0.905365697806701,0.823684711009264
0.97798770153895,0.274739613290876
0.342201472492889,0.36765253986232
0.371219633612782,0.526040326803923
NA,0.145972734084353
0.0911028096452355,0.494537269230932
0.142574628349394,0.790070519084111
0.786919287638739,0.388342538848519
0.950445767026395,0.905101699754596
0.321087289135903,0.903088179649785
0.142001481493935,0.241747042397037
0.21360580669716,NA
0.261690351180732,0.314440229907632
0.817382078384981,NA
0.686722421552986,0.865116444649175
0.238324552541599,0.113005447899923
0.29813353298232,0.451191522646695
0.40453953621909,0.915474392473698
NA,0.0407982768956572
0.164483304833993,0.146986466133967
NA,NA
0.191735135158524,0.484117753570899
0.819987348048016,0.721326978178695
0.659232182428241,NA
0.260812706314027,0.464787465287372
0.280807322822511,0.078653403557837
0.296845035394654,0.0226414345670491
0.467224567662925,0.813981831073761
0.166876782895997,0.90221730270423
0.675311647588387,0.0196450173389167
0.15516514563933,0.223929066676646
0.621206388808787,0.59272048342973
0.132292701164261,0.90459423023276
0.606203642906621,0.214100280310959
0.503328775987029,0.114415440009907
0.676028857938945,0.709230058593675
0.839990319218487,0.572307631373405
0.924584566149861,0.710754493018612
0.40848785918206,0.861363528762013
0.840864716097713,0.91778288804926
NA,0.0554952006787062
