# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:22:07
# BMK
# ------------------------------

"xVar","yVar"
0.0237329257652164,0.0800373370293528
0.356441566720605,0.606084144441411
0.996433024993166,0.641833140980452
0.633920890744776,NA
0.37250459799543,0.00731990556232631
0.527542296797037,0.916445379378274
0.442018280737102,0.704526209970936
NA,0.609949890058488
0.0283714570105076,0.576617325888947
0.629843607312068,0.408577286172658
0.468584766145796,0.646044239867479
0.501106089912355,0.40438715275377
0.79971924610436,0.51624303101562
0.918610797962174,0.310419996269047
0.42469019186683,0.0940349961165339
0.600972950924188,0.87288185604848
0.207297143060714,0.587008587084711
NA,NA
0.481498767156154,0.40033217612654
0.806488034315407,0.309348923852667
0.86627589398995,0.777003317605704
0.633822289528325,0.588814484421164
