# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:21:58
# BMK
# ------------------------------

"xVar","yVar"
0.197233801474795,0.82738584256731
0.444879984948784,0.636467986973003
0.597170462599024,0.220312933903188
0.747426253044978,0.695433736313134
0.51763740228489,0.310240884311497
0.883590679615736,0.261966765392572
0.250555267557502,0.349343539914116
0.792143840575591,0.277748825028539
0.11377495713532,0.0132252816110849
0.846063725883141,0.72276793513447
0.662994312820956,0.440833200700581
0.239465155871585,0.41151046869345
0.748215357074514,0.288822217378765
0.00585014652460814,0.874603542033583
0.403818805003539,0.44647306133993
0.182697210693732,0.296777511481196
0.771320386789739,0.707582341507077
0.00384736782871187,0.679501860169694
0.953652164433151,0.940372538287193
0.935636878013611,0.459341584704816
0.145927313016728,0.650945916073397
0.712145172059536,0.840076038148254
0.383920966647565,0.836348917102441
0.360679856268689,0.852710290113464
0.527130250353366,0.432846280513331
0.921050721313804,NA
0.0544788117986172,0.286984225735068
0.352733751293272,0.686493330867961
NA,0.196204518666491
0.528789887670428,0.484517408302054
0.0516450197901577,0.532021414022893
0.44691215083003,0.247692490927875
0.937353940447792,0.693264936795458
0.109690042678267,0.0209011610131711
0.706018144497648,0.309964324114844
0.656560202827677,0.125943668419495
0.337362840771675,0.706403913442045
0.992031977511942,0.612300970358774
0.0410754850599915,0.487760943360627
