# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:22:09
# BMK
# ------------------------------

"xVar","yVar"
0.452106143115088,0.108926341636106
0.446082653710619,0.0340203733649105
0.0474323069211096,0.94863620493561
0.798133633797988,0.730246799532324
0.308239974314347,0.122172252973542
0.747539036674425,0.437517496058717
0.826997388387099,0.0961149039212614
0.863567882683128,0.872890702681616
0.996801180066541,0.961502629565075
0.72296364675276,0.628807383356616
0.501626779092476,0.696078956825659
0.872936096973717,0.404269762802869
0.273614140925929,0.22946312953718
0.296780220232904,0.263983832206577
0.0337671404704452,0.790561955887824
0.922600019257516,0.207939425949007
0.55016855802387,0.349175722105429
0.689177728025243,NA
0.479387824889272,0.130421853857115
0.192210393957794,0.893432444194332
0.435282218502834,0.876478402875364
0.920662755845115,0.795194229343906
0.551026645349339,0.355694702360779
0.83351675234735,0.954494806705043
0.803250545170158,0.684228849364445
0.970805468270555,0.511587635381147
0.458922453923151,0.500253409612924
0.529950533760712,0.66575119481422
0.328230094863102,0.659931943519041
0.848380592418835,0.562627671752125
0.837607206543908,0.855718100676313
0.0951697609852999,0.611227638553828
0.818341183708981,0.61645761760883
0.961528525222093,0.505424292990938
0.00626905425451696,0.85614950209856
NA,0.12629324500449
0.928826752351597,0.810625660000369
0.314063405850902,0.680332326795906
0.447440318530425,0.805179975461215
0.638643510872498,0.939698887523264
0.90326201939024,0.326055062003434
0.158177569974214,0.000510965939611197
0.934790833387524,0.781912565929815
0.356663068057969,0.475621002493426
0.408532480243593,0.437970658764243
0.421321930829436,0.873055329080671
0.722623535199091,0.462036296259612
0.682991710025817,0.587386046536267
0.00597933516837656,0.607364773284644
0.816563821863383,0.343306179856881
0.805128475185484,0.693862262414768
0.298193184658885,0.817829187260941
NA,0.38644309155643
0.870119942352176,0.0216221574228257
0.538978868396953,0.453423169674352
0.663411843124777,0.278934255009517
0.774303294951096,0.786691675661132
0.130514935357496,0.863596549956128
0.048391014803201,0.864762423560023
0.415346981724724,0.329640851123258
0.408070511184633,0.37672967533581
0.376558039104566,0.56347386050038
0.420698568923399,0.0470302698668092
0.762109618401155,0.990855822106823
0.233111414127052,0.483301883330569
0.799973820568994,0.618654925376177
0.450733060250059,0.581996179651469
0.238240353297442,0.189126246608794
0.646737281000242,0.0244183167815208
0.554855802562088,0.861941074253991
0.0613595445174724,0.549017603276297
0.603033601539209,0.193986515048891
0.192223887424916,0.390008348971605
0.185830118134618,0.424146522767842
0.716548016993329,0.478871376253664
0.0172644692938775,0.115334833506495
0.0385023427661508,0.454056145390496
0.791022185469046,0.26218146760948
0.757935075787827,0.494434064486995
0.69548073830083,NA
0.282353351823986,0.75658829906024
0.721104005351663,0.937882664147764
