# Simulated random data file for batch processing
# timestamp: 2021-04-20 14:22:03
# BMK
# ------------------------------

"xVar","yVar"
0.757704203715548,0.0913995259907097
0.91387033672072,0.314582350663841
0.878340270370245,0.297561608953401
0.741763388505206,0.217421439476311
0.384185032453388,0.0652310971636325
0.472379537997767,0.747532434528694
0.70507350191474,0.397314324742183
NA,0.750103041995317
0.814959683688357,0.86037715151906
0.473947218619287,0.588189850095659
0.274451945908368,0.480733229778707
0.921314132399857,0.51298850774765
0.46851217164658,0.806929631857201
0.0177363192196935,0.683247352717444
0.230631307698786,0.983367229346186
0.0108937767799944,0.0977210032287985
0.740430650301278,0.995222412515432
0.178887002635747,NA
0.298111892072484,0.149762630695477
0.962764299241826,0.318056779680774
0.331411612452939,0.0808551753871143
NA,0.358528905315325
0.587116944836453,0.95373745681718
0.968921695370227,0.63559993961826
0.512204878497869,0.396292228018865
0.99012139486149,0.553346422500908
0.840772538911551,0.857282621785998
0.440932168159634,0.467122520320117
0.988987748278305,NA
0.626266024308279,0.226913203252479
0.228376834886149,0.477587508037686
0.907754953484982,0.644146394450217
0.00405860529281199,0.762126054381952
0.978140207007527,0.12992966780439
0.194444439606741,0.997631170088425
0.577628459548578,0.961429681163281
0.317649635020643,0.497722594765946
0.735827607801184,0.633601051056758
0.232060902984813,0.409741265233606
0.662625125842169,0.0806664617266506
0.825654441025108,0.932392580900341
0.530327631393448,0.317160955397412
0.570615831995383,0.362803290830925
0.369897244498134,0.0508636806625873
0.0310990081634372,0.0190887607168406
0.209353188984096,0.65370801393874
0.879827661672607,0.498539842432365
0.990282113896683,0.796579367015511
0.460655630100518,0.0496037134435028
NA,NA
0.0575460102409124,0.376178425736725
0.315954622579738,0.599302561022341
0.293619393138215,0.754209742182866
0.143086477415636,0.51984840980731
0.892509206198156,0.632197383325547
0.862669162685052,0.675210226327181
0.756381456740201,0.537507499800995
0.632320699281991,0.304355117725208
0.998153174296021,0.180949602508917
0.162159642903134,0.302510727429762
0.237977244658396,0.601775872986764
0.207343892427161,0.383523178985342
0.511767087504268,0.44887221022509
0.312933492008597,0.54854888562113
0.0239216792397201,0.176992665510625
NA,0.225382300559431
0.694422242930159,0.648987513035536
0.965413108933717,0.824029444949701
0.601000626804307,0.691236916929483
NA,0.516285800840706
0.363959725946188,0.884357119444758
0.975366320926696,0.858940603444353
0.835926844505593,0.81088264239952
0.891454052878544,0.25091079599224
0.478918874636292,NA
0.40082737384364,0.554557672468945
0.450560202822089,0.452429118100554
0.284686991246417,0.170665459474549
0.459623937727883,0.588184384861961
0.560343578923494,NA
0.702938669594005,0.119532817974687
0.598256202880293,0.967444167938083
0.0386585064698011,0.741469359723851
0.000797746470198035,0.885200158460066
0.789205137407407,0.67190406168811
0.88444192847237,0.245111838914454
0.629852036945522,0.560319233918563
